,SOURCE,SYMBOL,SERIES,ISIN_NUMBER
1132,NSE,COCHINSHIP,EQ,INE704P01025
1133,NSE,COASTCORP,BE,INE377E01024
1134,NSE,COALINDIA,EQ,INE522F01014
1135,NSE,CNL,EQ,INE985W01018
1136,NSE,CMSINFO,EQ,INE925R01014
1137,NSE,CLSEL,EQ,INE419D01026
1138,NSE,CLEDUCATE,EQ,INE201M01029
1139,NSE,CLEAN,EQ,INE227W01023
1140,NSE,CIPLA,EQ,INE059A01026
1141,NSE,CINEVISTA,EQ,INE039B01026
1142,NSE,CINELINE,EQ,INE704H01022
1143,NSE,CIGNITITEC,EQ,INE675C01017
1144,NSE,CIFL,EQ,INE345H01024
1145,NSE,CIEINDIA,EQ,INE536H01010
1146,NSE,CENTURYPLY,EQ,INE348B01021
1147,NSE,CHOLAHLDNG,EQ,INE149A01033
1148,NSE,CHOICEIN,EQ,INE102B01014
1149,NSE,CHEVIOT,EQ,INE974B01016
1150,NSE,CHENNPETRO,EQ,INE178A01016
1151,NSE,CHEMPLASTS,EQ,INE488A01050
1152,NSE,CHEMFAB,EQ,INE783X01023
1153,NSE,CHEMCON,EQ,INE03YM01018
1154,NSE,CHEMBONDCH,EQ,INE0TGX01019
1155,NSE,CHEMBOND,EQ,INE995D01025
1156,NSE,CHAMBLFERT,EQ,INE085A01013
1157,NSE,CHALET,EQ,INE427F01016
1158,NSE,CGPOWER,EQ,INE067A01029
1159,NSE,CGCL,EQ,INE180C01042
1160,NSE,CEWATER,EQ,INE037Z01029
1161,NSE,CESC,EQ,INE486A01021
1162,NSE,CHOLAFIN,EQ,INE121A01024
1163,NSE,BYKE,EQ,INE319B01014
1164,NSE,BVCL,EQ,INE139I01011
1165,NSE,BUTTERFLY,EQ,INE295F01017
1166,NSE,BLAL,EQ,INE0N7W01012
1167,NSE,BLACKBUCK,EQ,INE0UIZ01018
1168,NSE,BIRLANU,EQ,INE557A01011
1169,NSE,BIRLAMONEY,EQ,INE865C01022
1170,NSE,BIRLACORPN,EQ,INE340A01012
1171,NSE,BIRLACABLE,EQ,INE800A01015
1172,NSE,BIOFILCHEM,EQ,INE829A01014
1173,NSE,BIOCON,EQ,INE376G01013
1174,NSE,BILVYAPAR,BE,INE071A01013
1175,NSE,BIL,EQ,INE828A01016
1176,NSE,BIKAJI,EQ,INE00E101023
1177,NSE,BIGBLOC,EQ,INE412U01025
1178,NSE,BHEL,EQ,INE257A01026
1179,NSE,BHARTIHEXA,EQ,INE343G01021
1180,NSE,BLBLIMITED,EQ,INE791A01024
1181,NSE,BHARTIARTL,EQ,INE397D01024
1182,NSE,BHARATSE,EQ,INE415D01024
1183,NSE,BHARATRAS,EQ,INE838B01021
1184,NSE,BHARATGEAR,EQ,INE561C01019
1185,NSE,BHARATFORG,EQ,INE465A01025
1186,NSE,BHANDARI,EQ,INE474E01029
1187,NSE,BHAGYANGR,BE,INE458B01036
1188,NSE,BHAGERIA,EQ,INE354C01027
1189,NSE,BHAGCHEM,EQ,INE414D01027
1190,NSE,BGRENERGY,EQ,INE661I01014
1191,NSE,BFINVEST,EQ,INE878K01010
1192,NSE,BETA,EQ,INE351Y01019
1193,NSE,BESTAGRO,EQ,INE052T01021
1194,NSE,BERGEPAINT,EQ,INE463A01038
1195,NSE,BEPL,EQ,INE922A01025
1196,NSE,BHARATWIRE,EQ,INE316L01019
1197,NSE,BLISSGVS,EQ,INE416D01022
1198,NSE,BLKASHYAP,EQ,INE350H01032
1199,NSE,BLS,EQ,INE153T01027
1200,NSE,BUILDPRO,BE,INE24OJ01011
1201,NSE,BTML,EQ,INE0EEJ01023
1202,NSE,BSOFT,EQ,INE836A01035
1203,NSE,BSL,EQ,INE594B01012
1204,NSE,BSHSL,EQ,INE032Z01020
1205,NSE,BSE,EQ,INE118H01025
1206,NSE,BROOKS,EQ,INE650L01011
1207,NSE,BRNL,EQ,INE727S01012
1208,NSE,BRITANNIA,EQ,INE216A01030
1209,NSE,BRIGHOTEL,EQ,INE03NU01014
1210,NSE,BRIGADE,EQ,INE791I01019
1211,NSE,BPL,EQ,INE110A01019
1212,NSE,BPCL,EQ,INE029A01011
1213,NSE,BOSCHLTD,EQ,INE323A01026
1214,NSE,BOSCH-HCIL,EQ,INE782A01015
1215,NSE,BOROSCI,EQ,INE02L001032
1216,NSE,BORORENEW,EQ,INE666D01022
1217,NSE,BLSE,EQ,INE0NLT01010
1218,NSE,BLUECHIP,BE,INE657B01025
1219,NSE,BLUECOAST,EQ,INE472B01011
1220,NSE,BLUEDART,EQ,INE233B01017
1221,NSE,BLUEJET,EQ,INE0KBH01020
1222,NSE,BLUESTARCO,EQ,INE472A01039
1223,NSE,COFFEEDAY,EQ,INE335K01011
1224,NSE,BLUESTONE,EQ,INE304W01038
1225,NSE,BMWVENTLTD,EQ,INE965W01036
1226,NSE,BODALCHEM,EQ,INE338D01028
1227,NSE,BOHRAIND,EQ,INE802W01023
1228,NSE,BOMDYEING,EQ,INE032A01023
1229,NSE,BORANA,BE,INE16SF01016
1230,NSE,BOROLTD,EQ,INE02PY01013
1231,NSE,BLUSPRING,EQ,INE0U4101014
1232,NSE,BEML,EQ,INE258A01024
1233,NSE,COFORGE,EQ,INE591G01025
1234,NSE,COLPAL,EQ,INE259A01022
1235,NSE,DJML,EQ,INE0B1K01014
1236,NSE,DIXON,EQ,INE935N01020
1237,NSE,DIVISLAB,EQ,INE361B01024
1238,NSE,DIVGIITTS,EQ,INE753U01022
1239,NSE,DISHTV,EQ,INE836F01026
1240,NSE,DIGJAMLMTD,EQ,INE731U01028
1241,NSE,DIGITIDE,EQ,INE0U4701011
1242,NSE,DIGISPICE,EQ,INE927C01020
1243,NSE,DIGIDRIVE,EQ,INE0PSC01024
1244,NSE,DIFFNKG,EQ,INE184O01015
1245,NSE,DICIND,EQ,INE303A01010
1246,NSE,DIAMONDYD,EQ,INE393P01035
1247,NSE,DIAMINESQ,EQ,INE591D01014
1248,NSE,DIACABS,EQ,INE989C01038
1249,NSE,DLF,EQ,INE271C01023
1250,NSE,DHUNINV,EQ,INE320L01011
1251,NSE,DHARMAJ,EQ,INE00OQ01016
1252,NSE,DHANUKA,EQ,INE435G01025
1253,NSE,DHANBANK,EQ,INE680A01011
1254,NSE,DHAMPURSUG,EQ,INE041A01016
1255,NSE,DGCONTENT,EQ,INE03JI01017
1256,NSE,DEVYANI,EQ,INE872J01023
1257,NSE,DEVX,EQ,INE0VOV01021
1258,NSE,DEVIT,EQ,INE060X01034
1259,NSE,DENTA,EQ,INE0R4L01018
1260,NSE,DENORA,EQ,INE244A01016
1261,NSE,DEN,EQ,INE947J01015
1262,NSE,DELTAMAGNT,EQ,INE393A01011
1263,NSE,DELTACORP,EQ,INE124G01033
1264,NSE,DELPHIFX,EQ,INE726L01019
1265,NSE,DHRUV,EQ,INE506Z01015
1266,NSE,DELHIVERY,EQ,INE148O01028
1267,NSE,DLINKINDIA,EQ,INE250K01012
1268,NSE,DMCC,EQ,INE505A01010
1269,NSE,EICHERMOT,EQ,INE066A01021
1270,NSE,EFCIL,EQ,INE886D01026
1271,NSE,EDELWEISS,EQ,INE532F01054
1272,NSE,ECOSMOBLTY,EQ,INE06HJ01020
1273,NSE,ECLERX,EQ,INE738I01010
1274,NSE,EBGNG,EQ,INE18JU01028
1275,NSE,EASEMYTRIP,EQ,INE07O001026
1276,NSE,E2E,EQ,INE255Z01019
1277,NSE,DYNPRO,EQ,INE256H01015
1278,NSE,DYNAMATECH,EQ,INE221B01012
1279,NSE,DYCL,EQ,INE600Y01019
1280,NSE,DWARKESH,EQ,INE366A01041
1281,NSE,DVL,EQ,INE477B01010
1282,NSE,DUCON,EQ,INE741L01018
1283,NSE,DMART,EQ,INE192R01011
1284,NSE,DTIL,EQ,INE341R01014
1285,NSE,DRREDDY,EQ,INE089A01031
1286,NSE,DREDGECORP,EQ,INE506A01018
1287,NSE,DREAMFOLKS,EQ,INE0JS101016
1288,NSE,DRCSYSTEMS,EQ,INE03RS01027
1289,NSE,DPWIRES,EQ,INE864X01013
1290,NSE,DPSCLTD,EQ,INE360C01024
1291,NSE,DPABHUSHAN,EQ,INE266Y01019
1292,NSE,DONEAR,EQ,INE668D01028
1293,NSE,DOMS,EQ,INE321T01012
1294,NSE,DOLPHIN,EQ,INE920A01037
1295,NSE,DOLLAR,EQ,INE325C01035
1296,NSE,DOLATALGO,EQ,INE966A01022
1297,NSE,DODLA,EQ,INE021O01019
1298,NSE,DNAMEDIA,EQ,INE016M01021
1299,NSE,DSSL,EQ,INE417B01040
1300,NSE,DEEPINDS,EQ,INE0FHS01024
1301,NSE,DEEPAKNTR,EQ,INE288B01029
1302,NSE,DEEPAKFERT,EQ,INE501A01019
1303,NSE,CUBEXTUB,EQ,INE144D01012
1304,NSE,CUB,EQ,INE491A01021
1305,NSE,CTE,EQ,INE627H01017
1306,NSE,CSLFINANCE,EQ,INE718F01018
1307,NSE,CSBBANK,EQ,INE679A01013
1308,NSE,CROWN,EQ,INE491V01019
1309,NSE,CROMPTON,EQ,INE299U01018
1310,NSE,CRIZAC,EQ,INE0S4R01014
1311,NSE,CRISIL,EQ,INE007A01025
1312,NSE,CREST,EQ,INE559D01011
1313,NSE,CREDITACC,EQ,INE741K01010
1314,NSE,CREATIVEYE,EQ,INE230B01021
1315,NSE,CRAMC,EQ,INE218I01013
1316,NSE,CRAFTSMAN,EQ,INE00LO01017
1317,NSE,CUMMINSIND,EQ,INE298A01020
1318,NSE,CPPLUS,EQ,INE819V01029
1319,NSE,CPCAP,EQ,INE521J01018
1320,NSE,COUNCODOS,EQ,INE695B01025
1321,NSE,COSMOFIRST,EQ,INE757A01017
1322,NSE,CORONA,EQ,INE02ZQ01018
1323,NSE,COROMANDEL,EQ,INE169A01031
1324,NSE,CORDSCABLE,EQ,INE792I01017
1325,NSE,CORALFINAC,EQ,INE558D01021
1326,NSE,CONTROLPR,EQ,INE663B01015
1327,NSE,CONSOFINVT,EQ,INE025A01027
1328,NSE,CONFIPET,EQ,INE552D01024
1329,NSE,CONCORDBIO,EQ,INE338H01029
1330,NSE,CONCOR,EQ,INE111A01025
1331,NSE,COMSYN,BE,INE073V01015
1332,NSE,COMPUSOFT,EQ,INE453B01029
1333,NSE,CPEDU,EQ,INE0P6P01016
1334,NSE,CUPID,EQ,INE509F01029
1335,NSE,CURAA,BE,INE117B01020
1336,NSE,CYBERMEDIA,EQ,INE278G01037
1337,NSE,DEEDEV,EQ,INE841L01016
1338,NSE,DECCANCE,EQ,INE583C01021
1339,NSE,DDEVPLSTIK,EQ,INE0HR601026
1340,NSE,DCXINDIA,EQ,INE0KL801015
1341,NSE,DCW,EQ,INE500A01029
1342,NSE,DCMSRIND,EQ,INE843D01027
1343,NSE,DCMSHRIRAM,EQ,INE499A01024
1344,NSE,DCMNVL,EQ,INE08KP01019
1345,NSE,DCMFINSERV,EQ,INE891B01012
1346,NSE,DCM,EQ,INE498A01018
1347,NSE,DCI,EQ,INE0A1101019
1348,NSE,DCBBANK,EQ,INE503A01015
1349,NSE,DCAL,EQ,INE385W01011
1350,NSE,DBSTOCKBRO,EQ,INE921B01025
1351,NSE,DBREALTY,EQ,INE879I01012
1352,NSE,DBOL,EQ,INE0I3401014
1353,NSE,DBL,EQ,INE917M01012
1354,NSE,CYBERTECH,EQ,INE214A01019
1355,NSE,CYIENT,EQ,INE136B01020
1356,NSE,CYIENTDLM,EQ,INE055S01018
1357,NSE,DABUR,EQ,INE016A01026
1358,NSE,DALBHARAT,EQ,INE00R701025
1359,NSE,DALMIASUG,EQ,INE495A01022
1360,NSE,COHANCE,EQ,INE03QK01018
1361,NSE,DAMCAPITAL,EQ,INE284H01025
1362,NSE,DANGEE,EQ,INE688Y01022
1363,NSE,DATAMATICS,EQ,INE365B01017
1364,NSE,DATAPATTNS,EQ,INE0IX101010
1365,NSE,DAVANGERE,EQ,INE179G01029
1366,NSE,DBCORP,EQ,INE950I01011
1367,NSE,DBEIL,EQ,INE0OPA01019
1368,NSE,DAMODARIND,EQ,INE497D01022
1369,NSE,BELRISE,EQ,INE894V01022
1370,NSE,BELLACASA,EQ,INE344T01014
1371,NSE,BEL,EQ,INE263A01024
1372,NSE,ALICON,EQ,INE062D01024
1373,NSE,ALGOQUANT,EQ,INE598D01035
1374,NSE,ALEMBICLTD,EQ,INE426A01027
1375,NSE,ALBERTDAVD,EQ,INE155C01010
1376,NSE,ALANKIT,EQ,INE914E01040
1377,NSE,AKZOINDIA,EQ,INE133A01011
1378,NSE,AKUMS,EQ,INE09XN01023
1379,NSE,AKSHOPTFBR,EQ,INE523B01011
1380,NSE,AKSHARCHEM,EQ,INE542B01011
1381,NSE,AKSHAR,EQ,INE256Z01025
1382,NSE,AKI,EQ,INE642Z01026
1383,NSE,AKG,EQ,INE00Y801016
1384,NSE,AKASH,EQ,INE737W01013
1385,NSE,AJOONI,EQ,INE820Y01021
1386,NSE,ALIVUS,EQ,INE03Q201024
1387,NSE,AJMERA,EQ,INE298G01035
1388,NSE,AJANTPHARM,EQ,INE031B01049
1389,NSE,AIROLAM,EQ,INE801L01010
1390,NSE,AIRAN,EQ,INE645W01026
1391,NSE,AIIL,EQ,INE206F01022
1392,NSE,AIAENG,EQ,INE212H01026
1393,NSE,AHLUCONT,EQ,INE758C01029
1394,NSE,AHLEAST,EQ,INE926K01017
1395,NSE,AHLADA,EQ,INE00PV01013
1396,NSE,AHCL,EQ,INE0Y8W01017
1397,NSE,AGROPHOS,EQ,INE740V01019
1398,NSE,AGRITECH,BE,INE449G01018
1399,NSE,AGIIL,EQ,INE976R01033
1400,NSE,AGI,EQ,INE415A01038
1401,NSE,AGARWALEYE,EQ,INE943P01029
1402,NSE,AJAXENGG,EQ,INE274Y01021
1403,NSE,AGARIND,EQ,INE204E01012
1404,NSE,ALKALI,EQ,INE773I01017
1405,NSE,ALKYLAMINE,EQ,INE150B01039
1406,NSE,APARINDS,EQ,INE372A01015
1407,NSE,ANURAS,EQ,INE930P01018
1408,NSE,ANUP,EQ,INE294Z01018
1409,NSE,ANUHPHR,EQ,INE489G01022
1410,NSE,ANTHEM,EQ,INE0CZ201020
1411,NSE,ANTGRAPHIC,EQ,INE414B01021
1412,NSE,ANTELOPUS,EQ,INE818A01017
1413,NSE,ANMOL,EQ,INE02AR01019
1414,NSE,ANIKINDS,EQ,INE087B01017
1415,NSE,ANGELONE,EQ,INE732I01013
1416,NSE,ANDHRSUGAR,EQ,INE715B01021
1417,NSE,ANDHRAPAP,EQ,INE435A01051
1418,NSE,ANANTRAJ,EQ,INE242C01024
1419,NSE,ANANDRATHI,EQ,INE463V01026
1420,NSE,ALKEM,EQ,INE540L01014
1421,NSE,AMRUTANJAN,EQ,INE098F01031
1422,NSE,AMJLAND,EQ,INE606A01024
1423,NSE,AMDIND,EQ,INE005I01014
1424,NSE,AMBUJACEM,EQ,INE079A01024
1425,NSE,AMBIKCO,EQ,INE540G01014
1426,NSE,AMBICAAGAR,EQ,INE792B01012
1427,NSE,AMBER,EQ,INE371P01015
1428,NSE,AMANTA,EQ,INE084K01015
1429,NSE,ALPHAGEO,EQ,INE137C01018
1430,NSE,ALPA,EQ,INE385I01010
1431,NSE,ALOKINDS,EQ,INE270A01029
1432,NSE,ALMONDZ,EQ,INE326B01035
1433,NSE,ALLTIME,EQ,INE0GV601021
1434,NSE,ALLDIGI,EQ,INE835G01018
1435,NSE,ALLCARGO,EQ,INE418H01029
1436,NSE,AMNPLST,EQ,INE275D01022
1437,NSE,AFSL,EQ,INE00ZE01026
1438,NSE,AFIL,EQ,INE916Y01027
1439,NSE,AFFORDABLE,EQ,INE692Z01013
1440,NSE,ABLBL,EQ,INE14LE01019
1441,NSE,ABINFRA,EQ,INE00YB01025
1442,NSE,ABFRL,EQ,INE647O01011
1443,NSE,ABDL,EQ,INE552Z01027
1444,NSE,ABCOTS,EQ,INE08PH01015
1445,NSE,ABCAPITAL,EQ,INE674K01013
1446,NSE,ABBOTINDIA,EQ,INE358A01014
1447,NSE,ABB,EQ,INE117A01022
1448,NSE,ABAN,BE,INE421A01028
1449,NSE,AAVAS,EQ,INE216P01012
1450,NSE,AARVI,EQ,INE754X01016
1451,NSE,AARTISURF,EQ,INE09EO01013
1452,NSE,AARTIPHARM,EQ,INE0LRU01027
1453,NSE,AARTIIND,EQ,INE769A01020
1454,NSE,ABMINTLLTD,EQ,INE251C01025
1455,NSE,AARTIDRUGS,EQ,INE767A01016
1456,NSE,AARON,EQ,INE721Z01010
1457,NSE,AAREYDRUGS,EQ,INE198H01019
1458,NSE,AAKASH,EQ,INE087Z01024
1459,NSE,AADHARHFC,EQ,INE883F01010
1460,NSE,AAATECH,EQ,INE0D0U01013
1461,NSE,A2ZINFRA,EQ,INE619I01012
1462,NSE,63MOONS,EQ,INE111B01023
1463,NSE,5PAISA,EQ,INE618L01018
1464,NSE,3PLAND,EQ,INE105C01023
1465,NSE,3MINDIA,EQ,INE470A01017
1466,NSE,3IINFOLTD,EQ,INE748C01038
1467,NSE,360ONE,EQ,INE466L01038
1468,NSE,21STCENMGM,EQ,INE253B01015
1469,NSE,LAMBODHARA,EQ,INE112F01022
1470,NSE,AARTECH,EQ,INE01C001026
1471,NSE,ABREL,EQ,INE055A01016
1472,NSE,ABSLAMC,EQ,INE404A01024
1473,NSE,ACC,EQ,INE012A01025
1474,NSE,AFFLE,EQ,INE00WC01027
1475,NSE,AFCONS,EQ,INE101I01011
1476,NSE,AETHER,EQ,INE0BWX01014
1477,NSE,AERONEU,EQ,INE035801013
1478,NSE,AEROFLEX,EQ,INE024001021
1479,NSE,AEROENTER,EQ,INE065D01027
1480,NSE,AEQUS,EQ,INE947N01017
1481,NSE,AEGISVOPAK,EQ,INE0INX01018
1482,NSE,AEGISLOG,EQ,INE208C01025
1483,NSE,ADVENZYMES,EQ,INE837H01020
1484,NSE,ADVENTHTL,EQ,INE28GN01010
1485,NSE,ADVANIHOTR,EQ,INE199C01026
1486,NSE,ADVANCE,EQ,INE1B0W01010
1487,NSE,ADSL,EQ,INE102I01027
1488,NSE,ADROITINFO,EQ,INE737B01033
1489,NSE,ADOR,EQ,INE045A01017
1490,NSE,ADL,EQ,INE0CHO01012
1491,NSE,ACCELYA,EQ,INE793A01012
1492,NSE,ACCURACY,EQ,INE648Z01023
1493,NSE,ACE,EQ,INE731H01025
1494,NSE,ACEINTEG,EQ,INE543V01017
1495,NSE,ACI,EQ,INE128X01021
1496,NSE,ACL,EQ,INE666E01020
1497,NSE,APCL,EQ,INE071F01012
1498,NSE,ACMESOLAR,EQ,INE622W01025
1499,NSE,ADANIENSOL,EQ,INE931S01010
1500,NSE,ADANIENT,EQ,INE423A01024
1501,NSE,ADANIGREEN,EQ,INE364U01010
1502,NSE,ADANIPORTS,EQ,INE742F01042
1503,NSE,ADANIPOWER,EQ,INE814H01029
1504,NSE,ADFFOODS,EQ,INE982B01027
1505,NSE,ACUTAAS,EQ,INE00FF01025
1506,NSE,APCOTEXIND,EQ,INE116A01032
1507,NSE,APEX,EQ,INE346W01013
1508,NSE,APLAPOLLO,EQ,INE702C01027
1509,NSE,BAJEL,EQ,INE0KQN01018
1510,NSE,BAJAJINDEF,EQ,INE0O9T01021
1511,NSE,BAJAJHLDNG,EQ,INE118A01012
1512,NSE,BAJAJHIND,EQ,INE306A01021
1513,NSE,BAJAJHFL,EQ,INE377Y01014
1514,NSE,BAJAJHCARE,EQ,INE411U01027
1515,NSE,BAJAJFINSV,EQ,INE918I01026
1516,NSE,BAJAJELEC,EQ,INE193E01025
1517,NSE,BAJAJCON,EQ,INE933K01021
1518,NSE,BAJAJ-AUTO,EQ,INE917I01010
1519,NSE,BAIDFIN,EQ,INE020D01022
1520,NSE,BAGFILMS,EQ,INE116D01028
1521,NSE,BAFNAPH,BE,INE878I01022
1522,NSE,AZAD,EQ,INE02IJ01035
1523,NSE,BAJFINANCE,EQ,INE296A01032
1524,NSE,AYMSYNTEX,EQ,INE193B01039
1525,NSE,AXISCADES,EQ,INE555B01013
1526,NSE,AXISBANK,EQ,INE238A01034
1527,NSE,AWL,EQ,INE699H01024
1528,NSE,AWHCL,EQ,INE01BK01022
1529,NSE,AWFIS,EQ,INE108V01019
1530,NSE,AVTNPL,EQ,INE488D01021
1531,NSE,AVROIND,EQ,INE652Z01017
1532,NSE,AVONMORE,EQ,INE323B01024
1533,NSE,AVL,EQ,INE679V01027
1534,NSE,AVG,EQ,INE680Z01018
1535,NSE,AVANTIFEED,EQ,INE871C01038
1536,NSE,AVANTEL,EQ,INE005B01027
1537,NSE,AVALON,EQ,INE0LCL01028
1538,NSE,AVADHSUGAR,EQ,INE349W01017
1539,NSE,AXITA,BE,INE02EZ01022
1540,NSE,BALAJEE,EQ,INE0S2G01011
1541,NSE,BALAJITELE,EQ,INE794B01026
1542,NSE,BALAMINES,EQ,INE050E01027
1543,NSE,BEDMUTHA,EQ,INE844K01012
1544,NSE,BECTORFOOD,EQ,INE495P01020
1545,NSE,BEARDSELL,EQ,INE520H01022
1546,NSE,BDL,EQ,INE171Z01026
1547,NSE,BCLIND,EQ,INE412G01024
1548,NSE,BCG,EQ,INE425B01027
1549,NSE,BBTCL,EQ,INE01EE01011
1550,NSE,BBTC,EQ,INE050A01025
1551,NSE,BBOX,EQ,INE676A01027
1552,NSE,BBL,EQ,INE464A01036
1553,NSE,BAYERCROP,EQ,INE462A01022
1554,NSE,BATAINDIA,EQ,INE176A01028
1555,NSE,BASML,EQ,INE186H01022
1556,NSE,BASF,EQ,INE373A01013
1557,NSE,BANSWRAS,EQ,INE629D01020
1558,NSE,BANSALWIRE,EQ,INE0B9K01025
1559,NSE,BANKINDIA,EQ,INE084A01016
1560,NSE,BALAXI,EQ,INE618N01022
1561,NSE,BALKRISHNA,EQ,INE875R01011
1562,NSE,BALKRISIND,EQ,INE787D01026
1563,NSE,BALMLAWRIE,EQ,INE164A01016
1564,NSE,BALPHARMA,EQ,INE083D01012
1565,NSE,BALRAMCHIN,EQ,INE119A01028
1566,NSE,AUTOIND,EQ,INE718H01014
1567,NSE,BALUFORGE,EQ,INE011E01029
1568,NSE,BANARISUG,EQ,INE459A01010
1569,NSE,BANCOINDIA,EQ,INE213C01025
1570,NSE,BANDHANBNK,EQ,INE545U01014
1571,NSE,BANG,EQ,INE863I01016
1572,NSE,BANKA,EQ,INE862Y01015
1573,NSE,BANKBARODA,EQ,INE028A01039
1574,NSE,BANARBEADS,EQ,INE655B01011
1575,NSE,EIDPARRY,EQ,INE126A01031
1576,NSE,AUTOAXLES,EQ,INE449A01011
1577,NSE,AURUM,EQ,INE898S01029
1578,NSE,ASAHISONG,EQ,INE228I01012
1579,NSE,ASAHIINDIA,EQ,INE439A01020
1580,NSE,ARVSMART,EQ,INE034S01021
1581,NSE,ARVINDFASN,EQ,INE955V01021
1582,NSE,ARVIND,EQ,INE034A01011
1583,NSE,ARVEE,BE,INE006Z01016
1584,NSE,ARTNIRMAN,EQ,INE738V01013
1585,NSE,ARTEMISMED,EQ,INE025R01021
1586,NSE,ARSSBL,EQ,INE549H01021
1587,NSE,ARROWGREEN,EQ,INE570D01018
1588,NSE,AROGRANITE,EQ,INE210C01013
1589,NSE,ARMANFIN,EQ,INE109C01017
1590,NSE,ARKADE,EQ,INE0QRL01017
1591,NSE,ARISINFRA,EQ,INE0H9P01028
1592,NSE,ASAL,EQ,INE900C01027
1593,NSE,ARIHANTSUP,EQ,INE643K01018
1594,NSE,ARIES,EQ,INE298I01015
1595,NSE,ARFIN,EQ,INE784R01023
1596,NSE,ARENTERP,EQ,INE610C01014
1597,NSE,ARE&M,EQ,INE885A01032
1598,NSE,ARCHIES,EQ,INE731A01020
1599,NSE,ARCHIDPLY,EQ,INE877I01016
1600,NSE,APTUS,EQ,INE852O01025
1601,NSE,APTECHT,EQ,INE266F01018
1602,NSE,APOLSINHOT,EQ,INE451F01024
1603,NSE,APOLLOTYRE,EQ,INE438A01022
1604,NSE,APOLLOPIPE,EQ,INE126J01016
1605,NSE,APOLLOHOSP,EQ,INE437A01024
1606,NSE,APOLLO,EQ,INE713T01028
1607,NSE,APLLTD,EQ,INE901L01018
1608,NSE,ARIHANTCAP,EQ,INE420B01036
1609,NSE,ASALCBR,EQ,INE073G01016
1610,NSE,ASHAPURMIN,EQ,INE348A01023
1611,NSE,ASHIANA,EQ,INE365D01021
1612,NSE,AUROPHARMA,EQ,INE406A01037
1613,NSE,AURIONPRO,EQ,INE132H01018
1614,NSE,AURIGROW,BE,INE925Y01036
1615,NSE,AUBANK,EQ,INE949L01017
1616,NSE,ATULAUTO,EQ,INE951D01028
1617,NSE,ATUL,EQ,INE100A01010
1618,NSE,ATLASCYCLE,EQ,INE446A01025
1619,NSE,ATLANTAELE,EQ,INE0Z4F01028
1620,NSE,ATLANTAA,EQ,INE285H01022
1621,NSE,ATL,EQ,INE0NN701020
1622,NSE,ATHERENERG,EQ,INE0LEZ01016
1623,NSE,ATGL,EQ,INE399L01023
1624,NSE,ATAM,EQ,INE09KD01013
1625,NSE,ATALREAL,EQ,INE0ALR01029
1626,NSE,ASTRON,EQ,INE646X01014
1627,NSE,ASTRAZEN,EQ,INE203A01020
1628,NSE,ASTRAMICRO,EQ,INE386C01029
1629,NSE,ASHIMASYN,EQ,INE440A01010
1630,NSE,ASHOKA,EQ,INE442H01029
1631,NSE,ASHOKAMET,EQ,INE760Y01011
1632,NSE,ASHOKLEY,EQ,INE208A01029
1633,NSE,ASIANENE,EQ,INE276G01015
1634,NSE,ASIANHOTNR,EQ,INE363A01022
1635,NSE,AUSOMENT,EQ,INE218C01016
1636,NSE,ASIANPAINT,EQ,INE021A01026
1637,NSE,ASKAUTOLTD,EQ,INE491J01022
1638,NSE,ASMS,EQ,INE855F01042
1639,NSE,ASPINWALL,EQ,INE991I01015
1640,NSE,ASTEC,EQ,INE563J01010
1641,NSE,ASTERDM,EQ,INE914M01019
1642,NSE,ASTRAL,EQ,INE006I01046
1643,NSE,ASIANTILES,EQ,INE022I01019
1644,NSE,EIEL,EQ,INE0LLY01014
1645,NSE,BCONCEPTS,EQ,INE977Y01011
1646,NSE,EIHAHOTELS,EQ,INE276C01014
1647,NSE,IRCTC,EQ,INE335Y01020
1648,NSE,IRCON,EQ,INE962Y01021
1649,NSE,IRB,EQ,INE821I01022
1650,NSE,IPL,EQ,INE0D6701023
1651,NSE,IPCALAB,EQ,INE571A01038
1652,NSE,IONEXCHANG,EQ,INE570A01022
1653,NSE,IOLCP,EQ,INE485C01029
1654,NSE,IOC,EQ,INE242A01010
1655,NSE,IOB,EQ,INE565A01014
1656,NSE,INVENTURE,EQ,INE878H01024
1657,NSE,INTLCONV,EQ,INE575C01027
1658,NSE,INTERARCH,EQ,INE00M901018
1659,NSE,INTENTECH,EQ,INE781A01025
1660,NSE,INTELLECT,EQ,INE306R01017
1661,NSE,IREDA,EQ,INE202E01016
1662,NSE,INSPIRISYS,EQ,INE020G01017
1663,NSE,INOXWIND,EQ,INE066P01011
1664,NSE,INOXINDIA,EQ,INE616N01034
1665,NSE,INOXGREEN,EQ,INE510W01014
1666,NSE,INNOVANA,EQ,INE403Y01018
1667,NSE,INNOVACAP,EQ,INE0DUT01020
1668,NSE,INGERRAND,EQ,INE177A01018
1669,NSE,INFY,EQ,INE009A01021
1670,NSE,INFOMEDIA,EQ,INE669A01022
1671,NSE,INFOBEAN,EQ,INE344S01016
1672,NSE,INFIBEAM,EQ,INE483S01020
1673,NSE,INDUSTOWER,EQ,INE121J01017
1674,NSE,INDUSINDBK,EQ,INE095A01012
1675,NSE,INDTERRAIN,EQ,INE611L01021
1676,NSE,INDSWFTLAB,EQ,INE915B01019
1677,NSE,INSECTICID,EQ,INE070I01018
1678,NSE,INDRAMEDCO,EQ,INE681B01017
