SOURCE,ISIN_NUMBER,SYMBOL,SERIES
BSE,INE807D01030,EPUJA,XT
BSE,INE456B01014,INDOCITY,X
BSE,INE948G01019,SBECSUG,X
BSE,INE957E01031,BRIJLEAS,XT
BSE,INE395A01016,BSELALGO,X
BSE,INE419H01019,RELIABVEN,X
BSE,INE382B01012,TRIUMPIN,X
BSE,INE028A01039,BANKBARODA,A
BSE,INE154B01023,MOHITE,X
BSE,INE666E01020,ACL,B
BSE,INE411D01023,SKMEGGPROD,B
BSE,INE191B01025,WELCORP,A
BSE,INE731B01010,HOTLSILV,X
BSE,INE084A01016,BANKINDIA,A
BSE,INE681B01017,INDRAMEDCO,A
BSE,INE560F01022,JOHNPHARMA,X
BSE,INE129A01019,GAIL,A
BSE,INE884A01027,VAIBHAVGBL,A
BSE,INE088D01011,TRESCON,X
BSE,INE944A01011,GUJSTATFIN,B
BSE,INE789E01012,JKPAPER,A
BSE,INE979A01025,SAREGAMA,A
BSE,INE514C01026,MINOLTAF,Z
BSE,INE737B01033,ADROITINFO,B
BSE,INE214A01019,CYBERTECH,B
BSE,INE090A01021,ICICIBANK,A
BSE,INE136B01020,CYIENT,A
BSE,INE510A01028,ENGINERSIN,A
BSE,INE680A01011,DHANBANK,B
BSE,INE131A01031,GMDCLTD,A
BSE,INE622E01023,GAYATRI,X
BSE,INE095A01012,INDUSINDBK,A
BSE,INE353K01014,ITDC,B
BSE,INE168A01041,J&KBANK,A
BSE,INE491A01021,CUB,A
BSE,INE731A01020,ARCHIES,B
BSE,INE238A01034,AXISBANK,A
BSE,INE550B01022,HBSL,T
BSE,INE027F01014,CMXLTD,XT
BSE,INE683A01023,SOUTHBANK,A
BSE,INE306C01019,ENERGYDEV,T
BSE,INE269A01021,SONATSOFTW,A
BSE,INE665D01016,BENGALT,X
BSE,INE139A01034,NATIONALUM,A
BSE,INE092B01025,INDNIPPON,B
BSE,INE023A01030,NSIL,B
BSE,INE372A01015,APARINDS,A
BSE,INE793A01012,ACCELYA,B
BSE,INE215B01022,ORCHASP,B
BSE,INE394C01023,LANDMARC,XT
BSE,INE860A01027,HCLTECH,A
BSE,INE389D01013,TCFCFINQ,X
BSE,INE007B01023,GEOJITFSL,B
BSE,INE749A01030,JINDALSTEL,A
BSE,INE791A01024,BLBLIMITED,B
BSE,INE935A01035,GLENMARK,A
BSE,INE049B01025,WOCKPHARMA,A
BSE,INE934A01012,INTEGHIT,X
BSE,INE602C01011,KJMCCORP,X
BSE,INE915B01019,INDSWFTLAB,B
BSE,INE878A01011,GVPIL,B
BSE,INE879A01019,SHREERAMA,B
BSE,INE813A01018,MAHLIFE,A
BSE,INE042B01012,GROARC,XT
BSE,INE418B01048,VAARAD,XT
BSE,INE010B01027,ZYDUSLIFE,A
BSE,INE555C01029,SHIVACEM,X
BSE,INE039B01026,CINEVISTA,B
BSE,INE781A01025,INTENTECH,B
BSE,INE310B01013,DANLAW,X
BSE,INE031B01049,AJANTPHARM,A
BSE,INE117B01020,CURAA,T
BSE,INE638B01025,HBPOR,X
BSE,INE640B01021,HBESD,X
BSE,INE453B01029,COMPUSOFT,B
BSE,INE369B01019,OMNIAX,XT
BSE,INE848A01014,IZMO,B
BSE,INE494B01023,TVSMOTOR,A
BSE,INE002B01016,SOFTSOL,X
BSE,INE754A01055,SUBEXLTD,A
BSE,INE688A01022,TCI,B
BSE,INE243B01016,PADMALAYAT,Z
BSE,INE523B01011,AKSHOPTFBR,B
BSE,INE400B01020,VIRGOGLOB,X
BSE,INE448B01029,PICTUREHS,X
BSE,INE256C01024,TRIVENI,A
BSE,INE374B01019,MUKTAARTS,B
BSE,INE309B01023,HITKITGLO,X
BSE,INE099E01016,NAGPI,XT
BSE,INE417B01040,DSSL,B
BSE,INE859A01011,PNBGILTS,B
BSE,INE425B01027,BCG,B
BSE,INE614A01028,RAMCOIND,B
BSE,INE246B01019,RAMCOSYS,B
BSE,INE517B01013,TTML,A
BSE,INE539B01017,VIRINCHI,B
BSE,INE434B01029,WEPSOLN,X
BSE,INE089C01029,STLTECH,A
BSE,INE716B01029,TIPSMUSIC,A
BSE,INE398B01018,UMIYA-MRO,B
BSE,INE464B01018,UNIVARTS,X
BSE,INE683B01047,FIRSTFIN,X
BSE,INE893A01036,BABA,XT
BSE,INE794B01026,BALAJITELE,B
BSE,INE443B01012,TYCHE,X
BSE,INE526B01014,CALSOFT,B
BSE,INE392B01011,PNC,B
BSE,INE565A01014,IOB,A
BSE,INE586B01026,TAJGVK,B
BSE,INE230B01021,CREATIVEYE,B
BSE,INE555B01013,AXISCADES,B
BSE,INE971A01014,KONNDOR,X
BSE,INE240C01028,UMESLTD,B
BSE,INE836A01035,BSOFT,A
BSE,INE718B01017,USGTECH,X
BSE,INE856B01023,7TEC,X
BSE,INE005B01027,AVANTEL,A
BSE,INE935B01025,MOSCHIP,A
BSE,INE933B01012,MEGASOFT,T
BSE,INE330E01023,TRANSCOR,X
BSE,INE345B01019,CEREBRAINT,Z
BSE,INE747B01016,NEXTMEDIA,B
BSE,INE178C01020,SMARTLINK,B
BSE,INE102D01028,GODREJCP,A
BSE,INE256D01014,GENUSPRIME,X
BSE,INE243D01012,BFUTILITIE,Z
BSE,INE854D01024,UNITDSPR,A
BSE,INE799C01031,SANINFRA,X
BSE,INE260D01016,OLECTRA,A
BSE,INE943D01017,MPSLTD,B
BSE,INE739E01017,CERA,A
BSE,INE541C01037,TSPIRITUAL,X
BSE,INE397D01024,BHARTIARTL,A
BSE,INE655D01025,SHALIWIR,X
BSE,INE070C01037,COMPINFO,Z
BSE,INE255D01024,GULPOLY,B
BSE,INE838E01017,PONNIERODE,B
BSE,INE160A01022,PNB,A
BSE,INE881D01027,OFSS,A
BSE,INE550F01049,HAZOOR,B
BSE,INE411F01010,KAMAHOLD,A
BSE,INE266F01018,APTECHT,B
BSE,INE692A01016,UNIONBANK,A
BSE,INE686F01025,UBL,A
BSE,INE781B01015,NOIDATOLL,B
BSE,INE101D01020,GRANULES,A
BSE,INE476A01022,CANBK,A
BSE,INE525F01025,BLIL,B
BSE,INE637C01025,POKARNA,B
BSE,INE361B01024,DIVISLAB,A
BSE,INE386C01029,ASTRAMICRO,A
BSE,INE944F01028,RADICO,A
BSE,INE585B01010,MARUTI,A
BSE,INE296E01026,RAJPALAYAM,X
BSE,INE048G01026,NAVINFLUOR,A
BSE,INE691A01018,UCOBANK,A
BSE,INE116D01028,BAGFILMS,B
BSE,INE220G01021,JSL,A
BSE,INE399C01030,SUPRAJIT,B
BSE,INE236G01019,TVSELECT,T
BSE,INE203G01027,IGL,A
BSE,INE038F01029,TVTODAY,B
BSE,INE218G01033,PALREDTEC,B
BSE,INE347G01014,PETRONET,A
BSE,INE376G01013,BIOCON,A
BSE,INE877F01012,PTC,A
BSE,INE457A01014,MAHABANK,A
BSE,INE399G01023,RKFORGE,A
BSE,INE365B01017,DATAMATICS,B
BSE,INE155G01029,NDTV,B
BSE,INE939A01011,STAR,A
BSE,INE481G01011,ULTRACEMCO,A
BSE,INE405E01023,UNOMINDA,A
BSE,INE467B01029,TCS,A
BSE,INE591G01025,COFORGE,A
BSE,INE586G01017,GULFPETRO,B
BSE,INE348B01021,CENTURYPLY,A
BSE,INE625G01013,WELENT,A
BSE,INE733E01010,NTPC,A
BSE,INE658G01014,SALSTEEL,T
BSE,INE927D01051,JBMA,A
BSE,INE366A01041,DWARKESH,B
BSE,INE873D01024,INDOCO,B
BSE,INE450G01024,VIPCLOTHNG,B
BSE,INE691G01015,IMPEXFERRO,Z
BSE,INE692G01013,XCHANGING,B
BSE,INE796G01012,JINDALPHOT,B
BSE,INE063E01053,POCL,B
BSE,INE351F01018,JPPOWER,A
BSE,INE748C01038,3IINFOLTD,B
BSE,INE887G01027,GOKEX,A
BSE,INE835G01018,ALLDIGI,B
BSE,INE530B01024,IIFL,A
BSE,INE584F01014,MANGALAM,T
BSE,INE498B01024,SHOPERSTOP,A
BSE,INE278G01037,CYBERMEDIA,B
BSE,INE875G01048,NDL,B
BSE,INE824G01012,JSWHL,A
BSE,INE823G01014,JKCEMENT,A
BSE,INE052B01011,BEEYU,X
BSE,INE528G01035,YESBANK,A
BSE,INE023H01027,NECLIFE,T
BSE,INE752G01015,MSPL,B
BSE,INE978G01016,SPLIL,B
BSE,INE614B01018,KTKBANK,A
BSE,INE942G01012,MCLEODRUSS,B
BSE,INE828G01013,FACORALL,X
BSE,INE526G01021,VIVIMEDLAB,B
BSE,INE050H01012,RML,B
BSE,INE501G01024,HTMEDIA,B
BSE,INE231F01020,SASKEN,B
BSE,INE512B01022,FCSSOFT,B
BSE,INE040H01021,SUZLON,A
BSE,INE132H01018,AURIONPRO,A
BSE,INE087H01022,RENUKA,A
BSE,INE157H01023,KMSUGAR,B
BSE,INE186H01022,BASML,B
BSE,INE160H01019,PBAINFRA,X
BSE,INE212H01026,AIAENG,A
BSE,INE184H01027,EKC,B
BSE,INE202H01019,KERNEX,B
BSE,INE461B01014,REPRO,B
BSE,INE191H01014,PVRINOX,A
BSE,INE855F01042,ASMS,B
BSE,INE185H01016,CELEBRITY,B
BSE,INE229H01012,NITINSPIN,B
BSE,INE283H01019,ROHLTD,B
BSE,INE265F01028,ENIL,B
BSE,INE266H01014,CELLA,Z
BSE,INE246F01010,GSPL,A
BSE,INE199G01027,JAGRAN,B
BSE,INE256H01015,DYNPRO,B
BSE,INE251H01024,GVKPIL,T
BSE,INE226H01026,SADBHAV,T
BSE,INE330H01018,RCOM,T
BSE,INE190H01024,SAKUMA,B
BSE,INE389H01022,KEC,A
BSE,INE047B01011,GILLANDERS,B
BSE,INE332H01014,INDOTECH,B
BSE,INE350H01032,BLKASHYAP,B
BSE,INE774D01024,M&MFIN,A
BSE,INE286H01012,VISASTEEL,T
BSE,INE858F01012,NITCO,B
BSE,INE343H01029,SOLARINDS,A
BSE,INE297H01019,GALLANTT,B
BSE,INE383H01017,MALUPAPER,B
BSE,INE786F01031,UTTAMSUGAR,B
BSE,INE353H01010,SGL,B
BSE,INE401H01017,KKCL,B
BSE,INE424H01027,SUNTV,A
BSE,INE177H01039,GPIL,A
BSE,INE411H01032,RSYSTEMS,B
BSE,INE296H01011,EMKAY,B
BSE,INE388G01026,TICL,T
BSE,INE397H01017,LOKESHMACH,B
BSE,INE390H01020,KAMDHENU,B
BSE,INE111F01024,PAUSHAKLTD,B
BSE,INE302H01017,GTNTEX,XT
BSE,INE347H01012,INDICAP,Z
BSE,INE367G01038,PFOCUS,B
BSE,INE418H01029,ALLCARGO,A
BSE,INE776C01039,GMRAIRPORT,A
BSE,INE669C01036,TECHM,A
BSE,INE536H01010,CIEINDIA,A
BSE,INE540H01012,VOLTAMP,A
BSE,INE285H01022,ATLANTAA,B
BSE,INE596H01014,HGM,B
BSE,INE731H01025,ACE,A
BSE,INE916G01016,GEECEE,B
BSE,INE737H01014,FIEMIND,B
BSE,INE544H01014,JHS,B
BSE,INE503A01015,DCBBANK,A
BSE,INE792H01019,GLOBALVECT,B
BSE,INE020G01017,INSPIRISYS,B
BSE,INE221H01019,GTLINFRA,A
BSE,INE637H01024,SHIVAMAUTO,B
BSE,INE663F01032,NAUKRI,A
BSE,INE813H01021,TORNTPOWER,A
BSE,INE561H01026,PARSVNATH,B
BSE,INE645H01027,SUTLEJTEX,B
BSE,INE818H01020,LTFOODS,A
BSE,INE671H01015,SOBHA,A
BSE,INE803H01014,RUCHIRA,B
BSE,INE483C01032,TANLA,A
BSE,INE966H01019,ZEEMEDIA,B
BSE,INE965H01011,SITINET,Z
BSE,INE872H01027,LUMAXTECH,B
BSE,INE718H01014,AUTOIND,B
BSE,INE870H01013,NETWORK18,A
BSE,INE703H01016,HUBTOWN,B
BSE,INE627H01017,CTE,B
BSE,INE545H01011,TIIL,B
BSE,INE891D01026,REDINGTON,A
BSE,INE768E01024,AICHAMP,X
BSE,INE940H01022,PGIL,A
BSE,INE684F01012,FSL,A
BSE,INE134E01011,PFC,A
BSE,INE758C01029,AHLUCONT,B
BSE,INE804H01012,TFL,B
BSE,INE562A01011,INDIANB,A
BSE,INE812G01025,SMSPHARMA,B
BSE,INE998H01012,ORIENTALTL,B
BSE,INE311H01018,ELAND,X
BSE,INE669E01016,IDEA,A
BSE,INE702H01018,JAGJANANI,X
BSE,INE952H01027,RAJTV,B
BSE,INE761H01022,PAGEIND,A
BSE,INE005I01014,AMDIND,B
BSE,INE976H01018,LEHAR,X
BSE,INE006I01046,ASTRAL,A
BSE,INE069I01010,EMBDL,T
BSE,INE052I01032,CAMLINFINE,B
BSE,INE725G01011,ICRA,B
BSE,INE836F01026,DISHTV,A
BSE,INE917H01012,SRHHYPOLTD,B
BSE,INE061F01013,FORTIS,A
BSE,INE797H01018,TGBHOTELS,B
BSE,INE788H01017,HILTON,B
BSE,INE124G01033,DELTACORP,A
BSE,INE287C01037,MICEL,B
BSE,INE070I01018,INSECTICID,B
BSE,INE228I01012,ASAHISONG,B
BSE,INE928H01019,HARYNACAP,X
BSE,INE508G01029,TIMETECHNO,A
BSE,INE170I01016,HGS,B
BSE,INE189I01024,NELCAST,B
BSE,INE945H01013,V2RETAIL,B
BSE,INE271C01023,DLF,A
BSE,INE924H01018,TARMAT,B
BSE,INE106I01010,ANKITMETAL,Z
BSE,INE232I01014,SPARC,A
BSE,INE191I01012,HDIL,Z
BSE,INE102I01027,ADSL,B
BSE,INE385I01010,ALPA,B
BSE,INE117H01019,SSLEL,X
BSE,INE800H01010,OMAXE,B
BSE,INE056I01025,REFEX,A
BSE,INE483A01010,CENTRALBK,A
BSE,INE105I01020,SELMC,T
BSE,INE022I01019,ASIANTILES,B
BSE,INE930H01031,KPRMILL,A
BSE,INE142I01023,TAKE,T
BSE,INE323I01011,PURVA,B
BSE,INE338I01027,MOTILALOFS,A
BSE,INE222F01029,VTMLTD,X
BSE,INE227G01018,INDOWIND,B
BSE,INE245I01016,NAGREEKCAP,T
BSE,INE387I01016,MAGNUM,B
BSE,INE752E01010,POWERGRID,A
BSE,INE455I01029,KSCL,A
BSE,INE420C01059,PAISALO,A
BSE,INE429I01024,CCCL,T
BSE,INE550H01011,SUPREMEINF,Z
BSE,INE215I01027,MAANALU,T
BSE,INE369I01014,IL&FSENGG,Z
BSE,INE272G01014,PARLEIND,X
BSE,INE621H01010,RELIGARE,A
BSE,INE139I01011,BVCL,B
BSE,INE575I01016,RATHIBAR,X
BSE,INE742F01042,ADANIPORTS,A
BSE,INE532F01054,EDELWEISS,A
BSE,INE722H01024,RGL,B
BSE,INE094I01018,KOLTEPATIL,B
BSE,INE234I01028,KAUSHALYA,B
BSE,INE668F01031,JYOTHYLAB,A
BSE,INE738I01010,ECLERX,A
BSE,INE763I01026,TARIL,A
BSE,INE791I01019,BRIGADE,A
BSE,INE661I01014,BGRENERGY,B
BSE,INE015D01022,MANAKSIA,B
BSE,INE386I01018,PORWAL,X
BSE,INE095I01015,PPAP,B
BSE,INE298I01015,ARIES,B
BSE,INE529I01021,KUANTUM,B
BSE,INE614G01033,RPOWER,A
BSE,INE576I01022,JKIL,A
BSE,INE792I01017,CORDSCABLE,B
BSE,INE634I01029,KNRCON,A
BSE,INE809I01019,ONMOBILE,B
BSE,INE964H01014,SEPC,B
BSE,INE863I01016,BANG,B
BSE,INE821I01022,IRB,A
BSE,INE871H01011,GSS,B
BSE,INE049I01012,NAHARCAP,B
BSE,INE951I01027,VGUARD,A
BSE,INE020B01018,RECLTD,A
BSE,INE642I01014,GOKAKTEX,X
BSE,INE615H01020,TITAGARH,A
BSE,INE415I01015,KIRIINDUS,B
BSE,INE865C01022,BIRLAMONEY,B
BSE,INE778I01024,TELOGICA,X
BSE,INE091G01026,JAIBALAJI,A
BSE,INE917I01010,BAJAJ-AUTO,A
BSE,INE918I01026,BAJAJFINSV,A
BSE,INE020J01029,GOKUL,B
BSE,INE105J01010,RPGLIFE,B
BSE,INF174KA1JD7,SENSEX1,A
BSE,INE368I01016,NIRAJ,B
BSE,INE878I01022,BAFNAPH,T
BSE,INE790D01020,CHLLTD,X
BSE,INE955I01044,SEJALLTD,T
BSE,INE877I01016,ARCHIDPLY,B
BSE,INE947I01017,LOTUSEYE,B
BSE,INE323J01019,SOMICONVEY,B
BSE,INE201J01017,LGBFORGE,X
BSE,INE197J01017,LPDC,B
BSE,INE176J01011,SICAGEN,X
BSE,INE456H01029,SIMPLXPAP,X
BSE,INE144J01027,20MICRONS,B
BSE,INE342J01019,ZFCVINDIA,A
BSE,INE858B01029,ISGEC,B
BSE,INE919H01018,IMFA,B
BSE,INE065J01024,TPHQ,B
BSE,INE359B01010,VEDAVAAG,X
BSE,INE893J01029,MOLDTKPAC,B
BSE,INE998I01010,MHRIL,A
BSE,INE688J01023,EXCEL,B
BSE,INE294G01026,ROML,B
BSE,INE083K01017,BENGALASM,B
BSE,INE814H01029,ADANIPOWER,A
BSE,INE848E01016,NHPC,A
BSE,INE429K01012,PEIL,XT
BSE,INE360J01011,SURYAAMBA,X
BSE,INE615I01010,GLOBUSSPR,A
BSE,INE274J01014,OIL,A
BSE,INE274K01012,BTTL,X
BSE,INE318K01025,SPSL,X
BSE,INE201K01015,EXPLEOSOL,B
BSE,INE399K01017,RTNPOWER,A
BSE,INE947J01015,DEN,B
BSE,INE563J01010,ASTEC,B
BSE,INE250K01012,DLINKINDIA,B
BSE,INE121E01018,JSWENERGY,A
BSE,INE143K01019,YUNIKM,X
BSE,INE484J01027,GODREJPROP,A
BSE,INE950I01011,DBCORP,B
BSE,INE912H01013,MBLINFRA,B
BSE,INE797F01020,JUBLFOOD,A
BSE,INE893I01013,VASCONEQ,B
BSE,INE085J01014,THANGAMAYL,A
BSE,INE879I01012,DBREALTY,A
BSE,INE753K01015,EMMBI,B
BSE,INE982F01036,HATHWAY,B
BSE,INE141K01013,TEXMOPIPES,B
BSE,INE108E01023,SUNDARAM,B
BSE,INE312J01012,COROENGG,XT
BSE,INE847C01020,ROSSELLIND,B
BSE,INE949H01023,MANINFRA,A
BSE,INE864J01012,TAMBOLIIN,X
BSE,INF205K01361,IVZINGOLD,E
BSE,INE975G01012,IL&FSTRANS,Z
BSE,INE262H01021,PERSISTENT,A
BSE,INE566K01011,ISFT,B
BSE,INE790B01024,KCPSUGIND,B
BSE,INE134B01017,KECL,B
BSE,INE639K01016,SATCH,X
BSE,INE747K01017,TARAPUR,T
BSE,INE002L01015,SJVN,A
BSE,INE830C01026,EMAMIPAP,B
BSE,INE798K01010,KRITINUT,B
BSE,INE265D01015,GKB,X
BSE,INE871K01015,HMVL,B
BSE,INE778K01012,EMAMIREAL,B
BSE,INE926K01017,AHLEAST,B
BSE,INE933K01021,BAJAJCON,B
BSE,INF179KC1981,HDFCGOLD,E
BSE,INE696K01024,PRAKASHSTL,T
BSE,INF109KC1NT3,GOLDIETF,E
BSE,INE517F01014,GPPL,A
BSE,INE389K01018,WELINV,B
BSE,INE866K01023,WAAREEINDO,T
BSE,INE019J01013,SASTASUNDR,B
BSE,INE521J01018,CPCAP,B
BSE,INE874I01013,RAMKY,B
BSE,INE999K01014,GREENPOWER,B
BSE,INE068L01024,CANTABIL,B
BSE,INE351L01016,SEATV,X
BSE,INE956G01038,WABAG,A
BSE,INE844K01012,BEDMUTHA,B
BSE,INE442H01029,ASHOKA,A
BSE,INE209L01016,JWL,A
BSE,INE093I01010,OBEROIRLTY,A
BSE,INE811K01011,PRESTIGE,A
BSE,INE482J01021,SHAH,B
BSE,INE522F01014,COALINDIA,A
BSE,INE024L01027,GRAVITA,A
BSE,INE324L01013,RPPINFRA,B
BSE,INE245L01028,RDBIPL,X
BSE,INE490G01020,MOIL,A
BSE,INE565L01011,ZEELEARN,B
BSE,INE096L01025,KTIL,X
BSE,INE619I01012,A2ZINFRA,B
BSE,INE146L01010,KIRLOSENG,A
BSE,INE722J01012,RKDL,B
BSE,INE608A01012,PSB,B
BSE,INE360L01017,FMNL,B
BSE,INE272L01022,SURANASOL,B
BSE,INE268L01046,SHEKHAWATI,B
BSE,INE029L01018,KICL,B
BSE,INE878K01010,BFINVEST,B
BSE,INE519C01017,SUMMITSEC,B
BSE,INE690J01011,INOVSYNTH,X
BSE,INE577L01016,STEL,B
BSE,INE621L01012,TEXRAIL,A
BSE,INE611L01021,INDTERRAIN,B
BSE,INE045J01034,FCL,B
BSE,INE320L01011,DHUNINV,B
BSE,INE251B01027,ZENTEC,A
BSE,INE597L01014,LOVABLE,B
BSE,INE560K01014,PFS,B
BSE,INF247L01AP3,MON100,E
BSE,INE414G01012,MUTHOOTFIN,A
BSE,INE672K01025,TRUEGREEN,X
BSE,INF209KB18D3,BSLGOLDETF,E
BSE,INE932K01015,VMS,X
BSE,INE725L01011,KARMAENG,B
BSE,INE726L01019,DELPHIFX,B
BSE,INE573K01025,RUSHIL,B
BSE,INE130L01014,ENKEIWHEL,X
BSE,INE524L01026,KRIDHANINF,B
BSE,INE878H01024,INVENTURE,B
BSE,INE498L01015,LTF,A
BSE,INE126M01010,IBULLSLTD,B
BSE,INE040M01013,TREEHOUSE,B
BSE,INE650L01011,BROOKS,B
BSE,INE895B01021,RUPA,B
BSE,INE419M01027,TDPOWERSYS,A
BSE,INF846K01W80,AXISGOLD,E
BSE,INE901L01018,APLLTD,A
BSE,INE590L01019,VASWANI,B
BSE,INE457L01029,PGEL,A
BSE,INE050L01048,LESHAIND,X
BSE,INE023M01027,SETUINFRA,Z
BSE,INE123M01017,RDBRL,X
BSE,INE440L01017,TIJARIA,B
BSE,INE912L01015,ONELIFECAP,T
BSE,INE060J01017,FLEXITUFF,B
BSE,INE152M01016,TRITURBINE,A
BSE,INE337M01021,INDOTHAI,B
BSE,INE122M01019,ESSARSHPNG,T
BSE,INF397L01554,LICMFGOLD,E
BSE,INE702C01027,APLAPOLLO,A
BSE,INE390G01014,GPTINFRA,B
BSE,INE258M01011,FERVENTSYN,X
BSE,INE480M01011,THOMASCOTT,B
BSE,INE482B01010,TERASOFT,T
BSE,INE793G01035,PMCFIN,X
BSE,INE241F01011,FUTSOL,X
BSE,INE123D01024,AIML,X
BSE,INE743M01012,RHIM,A
BSE,INE745G01043,MCX,A
BSE,INE839M01018,SCHNEIDER,A
BSE,INE550L01013,OLPCL,X
BSE,INE095N01031,NBCC,A
BSE,INE472M01018,MTEDUCARE,T
BSE,INE750M01017,HEXATRADEX,B
BSE,INE393F01010,MAXHEIGHTS,X
BSE,INE760L01018,TBZ,B
BSE,INE050M01012,VSSL,B
BSE,INE204N01013,LOOKS,X
BSE,INE247M01014,SPECIALITY,B
BSE,INE142K01011,LYPSAGEMS,B
BSE,INE958L01026,META,XT
BSE,INE834M01019,RTNINDIA,B
BSE,INE735M01018,SAMPANN,B
BSE,INE391J01032,JTLIND,B
BSE,INE436N01029,AMTL,X
BSE,INE553C01016,NECCLTD,B
BSE,INE299N01021,WAAREERTL,A
BSE,INE524N01014,JUPITERIN,X
BSE,INE581M01016,VINAYAKPOL,XT
BSE,INE741L01018,DUCON,B
BSE,INE195N01013,PROZONER,T
BSE,INE559N01010,SRGHFL,B
BSE,INE456N01019,COMCL,X
BSE,INE176N01039,CASPIAN,X
BSE,INE175N01023,AERPACE,XT
BSE,INE247C01023,VIRTUALG,X
BSE,INE840M01016,ZUARI,B
BSE,INE503B01021,STEELXIND,B
BSE,INE234G01022,TRIOMERC,X
BSE,INE675C01017,CIGNITITEC,A
BSE,INE198N01017,CDG,XT
BSE,INE752H01013,CARERATING,A
BSE,INE785M01021,PCJEWELLER,A
BSE,INE121J01017,INDUSTOWER,A
BSE,INE899M01020,COVIDH,XT
BSE,INE665J01013,VMART,A
BSE,INE149O01018,NIBE,B
BSE,INE160O01031,MUKTA,X
BSE,INE159O01033,MYSTICELE,X
BSE,INE274M01026,COMFINCAP,X
BSE,INF200K01VT2,SBISENSEX,A
BSE,INE612J01015,REPCOHOME,B
BSE,INE191O01010,LAKHOTIA,X
BSE,INE168O01026,GCMSECU,B
BSE,INE047O01014,NIBL,B
BSE,INE748D01010,PRIMECAPM,X
BSE,INE902D01013,KIFS,X
BSE,INE099F01013,SREEL,B
BSE,INE597I01028,SHARDAMOTR,A
BSE,INE160L01011,BINNYMILLS,XT
BSE,INE159L01013,SVGLOBAL,X
BSE,INE599M01018,JUSTDIAL,A
BSE,INE860E01011,OONE,X
BSE,INE474O01010,IFINSEC,X
BSE,INE320I01017,BRAHMINFRA,X
BSE,INE989J01017,AMPVOLTS,X
BSE,INE731G01027,KHOOBSURAT,X
BSE,INE876N01018,ORIENTCEM,A
BSE,INE647O01011,ABFRL,A
BSE,INE148I01020,SAMMAANCAP,A
BSE,INE340O01021,MMLF,B
BSE,INE030P01017,ALSL,B
BSE,INE418N01035,ESSENTIA,B
BSE,INE890N01027,JULIEN,X
BSE,INE906O01029,TIGERLOGS,B
BSE,INE690O01011,JKAGRI,X
BSE,INE452O01016,FLFL,Z
BSE,INE314I01036,NOVELIX,X
BSE,INE428B01021,PVVINFRA,X
BSE,INE962O01014,VCU,X
BSE,INE138O01029,INDRENEW,Z
BSE,INE147P01019,JPOLYINVST,B
BSE,INE156M01017,YURANUS,XT
BSE,INF247L01023,MOM100,B
BSE,INE536P01021,CPL,X
BSE,INF109K012R6,NIFTYIETF,B
BSE,INF109KC16V9,NIF100IETF,B
BSE,INE185K01036,ARNOLD,X
BSE,INE671C01016,SUNLOC,X
BSE,INE442P01014,SUYOG,B
BSE,INE448G01010,NATHBIOGEN,B
BSE,INE449G01018,AGRITECH,T
BSE,INE212P01011,CHEMTECH,X
BSE,INF204K014N5,NIF100BEES,B
BSE,INE051G01012,DENISCHEM,X
BSE,INE920P01019,LAXMIPATI,M
BSE,INE546I01025,LADDU,X
BSE,INF174K014P6,NIFTY1,B
BSE,INE101H01013,HANSUGAR,XT
BSE,INE555P01013,KIRANVYPAR,X
BSE,INE905P01028,BCP,XT
BSE,INE084Q01012,RACE,B
BSE,INE717C01025,MANGIND,XT
BSE,INE159N01027,VIJIFIN,B
BSE,INE977M01024,PHOENIXTN,X
BSE,INE523K01012,RAUNAQ,X
BSE,INE463B01036,INFRONICS,X
BSE,INF457M01133,CPSEETF,A
BSE,INE493N01012,HARIAAPL,X
BSE,INE574G01013,VASUPRADA,X
BSE,INE012Q01021,RNBDENIMS,B
BSE,INE909D01026,SHARPINV,X
BSE,INE066O01014,WONDERLA,B
BSE,INE401B01010,RESPONSINF,XT
BSE,INE663P01015,AFEL,Z
BSE,INE452L01012,INCREDIBLE,B
BSE,INE792G01011,NAM,X
BSE,INE318N01011,METSL,X
BSE,INE508N01025,JACKSON,XT
BSE,INE296Q01012,MONEYBOXX,B
BSE,INE114O01020,WORTH,X
BSE,INE901C01017,TPROJECT,X
BSE,INE745P01010,AMARSEC,X
BSE,INE172D01021,CTL,XT
BSE,INE849M01017,TARINI,M
BSE,INE857P01021,SBL,X
BSE,INE969E01010,YAANENT,X
BSE,INE075K01013,ANVRDHI,X
BSE,INE516P01015,RLFL,XT
BSE,INE319Q01012,BRPL,B
BSE,INE510P01018,ARMAN,X
BSE,INE439E01022,SKIPPER,A
BSE,INE673E01018,SMTEL,XT
BSE,INE718P01017,JAMESWARREN,X
BSE,INE878P01019,VISTARAMAR,X
BSE,INE635Q01029,GULFOILLUB,A
BSE,INE916P01025,TRIVENIENT,X
BSE,INE222B01028,CEMAINFRA,X
BSE,INE404F01031,TTIENT,X
BSE,INE755Q01025,VISHAL,B
BSE,INE457P01020,TOYAMSL,X
BSE,INE868G01019,GAJANANSEC,X
BSE,INE099D01026,UNISON,X
BSE,INE840I01014,RTFL,Z
BSE,INE406F01010,VRL,X
BSE,INE734N01019,SNOWMAN,B
BSE,INE837C01013,QGO,X
BSE,INE729C01020,PURSHOTTAM,X
BSE,INE221J01015,SHARDACROP,A
BSE,INE898Q01015,MIIL,B
