Date,EPS,EPS Growth %,EBIT,ROCE %,ROE %,ROA %,D/E Ratio,OPM %,CCC (Days),Capital Employed,Shareholder Equity
2019-03-31,2.54,,3582.2799999999997,5.918773088969786,5.689333105178583,2.625969551348099,0.6190631736477367,39.87901416807768,165.66279054901395,60524.03,30797.81
2020-03-31,2.87,12.99212598425197,3817.61,5.876054003651591,11.074022049066759,4.876092256423748,0.7401440110742452,38.14630773366001,186.72738315472205,64968.94,31380.92
2021-03-31,3.26,13.588850174216017,4259.83,6.365179227290195,9.559136304090664,4.320716605455797,0.7068958318836546,44.152970234942565,182.18891757126306,66923.96,33053.3
2022-03-31,3.51,7.668711656441718,4297.29,6.080079300276365,13.555346957616882,6.124979782491962,0.7472857290946588,46.76670896462859,190.58468188110112,70678.19,34920.98
2023-03-31,3.89,10.826210826210836,5028.34,6.424555166689837,10.599997240309769,4.544527631648545,0.7992236071478142,47.40407639949469,183.3778875517998,78267.51999999999,36960.67
2024-03-31,3.58,-7.969151670951158,3983.43,4.762059034072243,8.276614171864036,3.468762978936297,0.8420477705548612,41.360674325300906,145.91039723804738,83649.32,38668.59
2025-03-31,2.99,-16.4804469273743,3890.78,4.206189989350419,6.880152747190693,2.6580549955779107,0.9971922065455013,37.48393523612072,180.78042556146923,92501.29000000001,39668.16
