Date,EPS,EPS Growth %,EBIT,ROCE %,ROE %,ROA %,D/E Ratio,OPM %,CCC (Days),Capital Employed,Shareholder Equity
2023-12-31,0.48,,813.4899999999999,,,,,39.57625881780588,,,
2024-03-30,0.54,,1224.22,1.4635145868490023,0.9244971176864738,0.38746053753064,0.8420477705548612,64.87858649453612,247.7644903848049,83649.32,38668.59
2024-06-30,1.02,,1577.0,,,,,58.53314527503527,,,
2024-09-30,0.9,,1709.75,1.9322722063254212,1.9848334801200331,0.8158057618783691,0.8520843379255653,56.02192710841992,140.64075083965827,88483.91,40148.96
2024-12-31,0.23,-52.08333333333333,955.98,,,,,41.80499921286011,,,
2025-03-31,0.85,57.4074074074074,1034.9,1.1187952081533135,2.0166047530311464,0.7790882753423309,0.9971922065455013,44.09515247318884,126.44358918007362,92501.29000000001,39668.16
2025-06-30,1.06,3.921568627450984,1528.59,,,,,47.56376467513232,,,
2025-09-30,1.02,13.333333333333334,1652.29,1.6495125507670183,2.033715496611404,0.7517744278733971,1.0893084082144937,49.09843518777152,170.9298795624864,100168.38,41239.79
